,name,year,seller_type,owner,km_driven,ex_showroom_price
17584,140,2008,0,2,82882,102374.0
2342,53,2006,1,1,74269,74806.0
3301,148,1997,1,1,60138,192334.0
4862,130,1997,0,2,22548,93025.75
8030,103,2001,0,3,77543,93025.75
1375,229,1999,1,0,38906,135994.0
21648,188,2000,1,1,57276,86720.0
4570,132,2013,1,1,350,93025.75
6728,268,2004,1,1,1981,118432.0
11146,228,1989,0,3,105748,93025.75
73,200,2012,1,0,35488,160872.0
8957,35,2006,0,1,46355,30490.0
19270,234,1999,1,0,350,56745.0
15924,148,1993,1,1,119945,147100.0
16652,262,2013,0,1,77181,93025.75
5145,102,2010,0,3,96141,93025.75
26417,54,2002,0,1,91005,30490.0
5113,245,1999,0,2,17870,93025.75
4933,215,2007,0,3,350,198275.0
8696,129,2017,1,0,22390,152497.0
107,106,1993,0,3,98925,188689.0
3477,266,2013,0,2,350,176035.0
21421,42,1994,1,1,70415,93025.75
2341,189,1990,1,1,155799,30490.0
19513,190,2011,1,2,350,163773.0
19006,154,2011,0,3,350,135756.0
19163,142,2008,1,0,94342,93025.75
12569,43,2010,0,1,42267,93719.0
6382,240,1991,1,0,96950,61148.0
19610,85,2012,1,0,350,95805.0
5250,185,2018,1,0,350,74735.0
8824,80,2011,0,2,57252,49627.0
19590,107,1989,1,1,61551,110074.0
5522,262,2006,0,1,41684,30490.0
602,60,2010,1,0,158343,30490.0
4789,237,1997,1,0,1495,93025.75
10107,236,2005,0,3,13675,93025.75
12876,194,2009,1,0,7345,93025.75
9886,111,2017,1,1,350,93025.75
23034,274,2012,1,0,350,93025.75
15316,45,2003,0,3,30702,122935.0
21293,265,2015,0,2,350,125811.0
9350,29,2000,1,1,77026,93025.75
2558,184,2001,1,2,7655,179627.0
27222,221,1999,0,1,350,102730.0
13200,75,2004,1,0,78242,93025.75
6348,120,2003,1,1,32893,93025.75
6334,68,1997,1,0,35164,93025.75
14823,62,1997,1,2,350,176191.0
25722,184,1995,1,0,111059,93025.75
27292,35,1995,1,2,2139,93025.75
16822,69,1997,1,2,80197,93025.75
12012,75,2000,1,0,53911,93025.75
10484,74,2012,1,0,350,30490.0
12204,243,1993,1,2,180776,90920.0
609,20,2013,0,3,88220,58657.0
22439,141,1992,1,0,88082,93025.75
2855,126,1993,0,2,350,99009.0
19219,231,1997,0,2,350,74198.0
11423,207,2008,0,2,74976,98186.0
4243,139,2006,1,1,350,93025.75
29569,164,1990,1,2,59224,74730.0
25631,93,2000,1,1,10601,105992.0
10348,210,2018,1,0,2318,30490.0
1354,20,1993,1,0,350,97096.0
19511,140,2009,0,2,79079,93025.75
5089,179,2015,0,2,42152,93025.75
7445,169,1999,1,0,43688,40768.0
14111,113,1989,1,2,56729,100864.0
24016,59,1991,0,1,37524,93025.75
6238,26,1998,1,0,47763,93025.75
10514,117,2011,0,3,22064,93025.75
29464,274,2007,0,0,49267,134057.0
7334,248,1997,1,1,5305,107121.0
26179,159,2000,0,1,11135,93025.75
23471,194,2006,0,2,17945,93025.75
7063,182,1990,0,1,350,100041.0
3589,181,2010,1,0,350,30490.0
18186,80,2011,0,2,112630,83786.0
26384,233,1993,1,2,95392,107614.0
16878,56,1989,1,2,14226,84194.0
27384,153,2005,0,2,8146,89216.0
22085,196,2000,1,1,47982,40863.0
23340,266,1990,0,1,73036,62328.0
12747,206,1988,1,1,54815,93025.75
19365,265,2012,1,0,33749,83049.0
12081,243,2011,0,3,12753,60008.0
10112,173,2003,0,1,56045,93025.75
303,224,2004,1,2,73578,93025.75
8178,199,1990,0,1,350,179693.0
28494,213,1999,0,1,81147,93025.75
15474,186,1995,1,0,82455,30490.0
17060,89,1997,1,1,89504,93025.75
9742,190,2001,0,0,135600,30490.0
4005,54,2008,1,0,2169,143058.0
10994,10,1999,0,1,350,145801.0
19960,229,1989,1,1,62369,115998.0
26768,29,2014,0,1,350,112490.0
25707,269,2008,0,3,11425,169770.0
14387,44,2004,1,0,46556,93025.75
7596,111,2015,1,2,74710,93025.75
16425,196,2006,0,2,350,56631.0
4371,123,2006,1,2,350,75062.0
1549,12,1995,1,0,108217,146186.0
1264,181,1995,1,0,72153,58849.0
22377,80,1989,0,3,58696,93025.75
4893,34,2013,1,1,4828,93025.75
23050,166,2011,0,1,350,93025.75
1663,52,1990,0,1,13802,197058.0
25532,276,1998,0,2,74602,71737.0
24159,255,2006,0,3,37965,93025.75
7172,12,1991,0,2,96401,93025.75
6769,225,2016,0,3,350,63490.0
27405,247,1989,0,1,115551,149623.0
15360,228,2005,1,1,350,30490.0
27420,54,2009,1,2,26883,93025.75
29149,209,1990,0,2,168062,82942.0
5137,80,2015,0,2,350,93025.75
26188,52,1992,1,0,80868,93025.75
344,232,1996,0,1,350,196405.0
22918,239,2000,1,0,106887,93025.75
7110,257,2020,0,1,350,93025.75
11298,232,2015,1,1,350,93025.75
12475,97,2005,1,1,350,93025.75
24299,80,2002,1,2,38394,172777.0
9124,202,2019,0,2,18277,93025.75
27737,220,2012,0,2,27611,93025.75
8443,128,2008,1,2,350,30490.0
18967,33,2012,1,0,77030,93025.75
24854,234,1988,0,3,350,30490.0
18101,217,1991,0,1,45939,93025.75
15261,175,2003,1,0,58832,133226.0
9655,255,2013,0,1,43308,126782.0
20008,201,2013,0,0,350,91721.0
2309,216,2015,0,1,53435,159048.0
7696,1,1995,1,0,14250,93025.75
26856,20,2003,0,2,115064,30490.0
18307,216,2002,0,0,65208,93025.75
8802,254,1992,1,0,47033,93025.75
25740,51,2002,1,1,79904,93025.75
9566,258,2007,1,1,43959,93025.75
23174,145,2006,1,2,18249,114134.0
16712,170,2017,0,1,1730,93025.75
11177,96,1998,1,1,70559,93025.75
8973,199,2003,0,1,49104,30490.0
22596,99,2010,1,1,350,93025.75
24228,58,2000,0,2,350,93025.75
19425,266,1994,1,1,123719,93025.75
1962,96,2019,0,2,350,120878.0
19622,45,2017,1,0,51714,103054.0
19656,231,1991,1,0,91971,93025.75
27404,224,2003,0,0,350,57078.0
3797,6,2016,1,0,350,30490.0
14764,86,1994,0,1,109939,93025.75
27849,65,1993,1,1,46954,108573.0
12799,160,2018,1,0,350,118817.0
22900,0,1992,1,1,350,93025.75
20216,43,1989,0,3,67691,69058.0
1851,234,1993,1,0,44116,144305.0
22595,117,2015,0,1,350,137751.0
22535,177,2006,1,1,350,67607.0
23040,252,2000,0,1,6809,93025.75
3846,252,2018,0,2,89075,93025.75
19068,105,1992,1,0,112194,93025.75
784,177,2000,0,2,17859,93025.75
10173,67,1992,1,2,22551,190615.0
29847,160,1996,0,2,29202,115472.0
21002,151,1994,1,1,7748,46907.0
28637,117,2012,1,0,30071,93025.75
2945,226,1991,1,2,40181,169885.0
6668,154,2017,1,1,350,176967.0
3346,179,1992,0,2,48749,93025.75
9402,168,1989,1,0,101202,100661.0
21497,87,2011,0,2,350,93025.75
24542,272,1989,0,2,90314,93025.75
25979,22,2012,1,2,114504,160825.0
5819,114,2012,1,0,105052,123444.0
27860,112,2003,1,1,14580,93025.75
11387,98,1991,1,1,109811,30490.0
3422,85,2010,0,2,350,93025.75
26265,162,1993,1,1,33864,43567.0
25820,66,2008,1,1,42392,50441.0
24812,48,2015,0,2,350,74273.0
12433,58,1990,1,0,350,93025.75
14729,213,1990,1,1,76287,67116.0
540,82,2016,0,3,350,115381.0
80,156,1991,0,3,54297,30490.0
22458,248,1990,1,0,81858,156638.0
6306,92,1988,1,0,23948,93025.75
19123,90,2008,0,1,20785,100948.0
26827,205,2008,0,1,44095,30490.0
5202,219,2000,0,2,350,87728.0
14134,169,2000,0,2,350,79576.0
22512,110,2006,1,1,350,72275.0
20811,211,1993,0,2,31479,118858.0
359,199,2011,0,1,62540,56382.0
19851,47,1988,1,0,39186,93025.75
26491,154,2013,0,2,350,93025.75
8678,125,1996,1,0,350,93025.75
25763,91,2017,1,0,62619,93025.75
16397,38,2013,0,3,36170,93025.75
29561,1,2019,0,2,41959,111695.0
4223,176,1998,1,0,350,30490.0
12839,206,1989,1,0,123934,93025.75
10619,82,2007,1,2,47947,30490.0
6724,232,1996,1,0,52084,30490.0
14630,203,1998,1,2,54855,30490.0
17994,144,2013,1,0,350,93025.75
18610,81,2008,0,0,121315,71278.0
757,51,1990,0,2,86852,103446.0
20570,255,2019,1,1,93012,93025.75
20564,238,2008,1,0,37624,79110.0
21151,19,1998,0,2,56345,114013.0
19487,136,1997,0,3,40113,197499.0
9873,27,2000,0,1,99954,114127.0
3275,91,2007,1,0,50780,112066.0
966,215,2008,1,2,12685,93025.75
20925,120,2018,0,2,12964,78256.0
21978,95,1998,1,0,79587,121355.0
8144,129,2008,1,2,40405,53403.0
12347,229,2012,1,0,350,125161.0
12933,211,1996,1,0,62392,64480.0
4073,207,2001,1,0,73816,93025.75
1918,59,2009,0,2,115013,119658.0
22456,106,2009,1,0,75724,30490.0
3621,197,2009,1,0,9254,60910.0
3486,201,1992,1,0,73070,93025.75
19506,184,2020,0,0,12265,30490.0
14791,199,2017,1,0,27727,67264.0
16787,106,1995,1,0,40021,93025.75
2688,231,2002,0,2,64262,93898.0
22153,58,1997,1,0,21390,93025.75
29950,224,2018,0,2,51180,187820.0
29944,166,1997,1,0,33935,93025.75
24509,252,2004,1,1,97069,93025.75
6584,16,2003,1,2,705,98806.0
19319,132,2005,1,0,350,145551.0
20957,76,2000,0,3,50122,93025.75
15892,192,2016,0,2,9041,93025.75
20913,272,2005,0,2,89048,76925.0
17501,106,2013,1,2,350,93025.75
16165,217,2010,1,0,350,39282.0
21195,60,1991,0,1,4658,123009.0
3707,273,2018,0,3,15811,46895.0
10266,276,2004,1,1,350,30490.0
13816,153,2015,1,1,7200,176320.0
12151,188,1998,1,0,22921,93025.75
2741,36,1992,1,0,81143,49125.0
29512,223,1999,1,1,115984,93025.75
10246,30,1999,1,0,108274,111089.0
7963,90,2001,0,0,78760,93025.75
20154,153,2007,1,0,77035,30490.0
8008,210,2001,0,1,53650,52171.0
28003,138,2015,1,0,47381,93025.75
17756,212,2019,1,0,350,93025.75
22653,163,1988,1,1,193318,93025.75
28653,161,2019,1,0,350,81174.0
27055,45,2020,0,3,350,93025.75
22059,238,2003,1,0,2449,87085.0
6852,98,2000,1,2,350,30490.0
6417,152,2000,1,2,350,93025.75
10522,146,2002,1,0,26706,79058.0
24967,20,2011,1,0,35301,93025.75
6364,128,2009,1,0,70236,93025.75
15199,226,2009,1,1,46693,195896.0
8250,177,2019,0,2,42763,93025.75
8760,189,1998,1,2,48996,93025.75
21005,145,1998,0,2,64053,110584.0
9965,240,2005,1,0,15371,93025.75
16410,267,1988,0,1,83197,69701.0
22929,188,1997,1,0,79129,46327.0
18281,32,2002,0,1,350,30490.0
19523,15,2007,0,3,73981,93025.75
5096,93,2008,0,2,26794,93499.0
13461,197,1989,1,1,350,93025.75
13424,228,2014,0,2,21051,93025.75
9818,240,1995,0,2,11399,30887.0
17101,56,2017,1,0,350,132360.0
14036,28,1998,0,2,350,30490.0
1025,267,1990,0,3,111741,93025.75
10624,63,2009,0,2,86529,93025.75
21068,55,2005,1,0,156800,93025.75
442,20,2016,1,0,350,30490.0
1477,25,2009,1,0,1636,132112.0
24638,61,2005,0,3,52255,73332.0
21411,46,2005,1,1,350,127178.0
13196,263,2020,0,1,350,234284.0
28472,189,2019,1,2,27741,72900.0
11048,140,2004,1,0,77676,93025.75
5830,124,2000,0,2,350,93025.75
2556,94,1992,1,2,41756,131755.0
25431,246,1990,1,1,20553,134908.0
1099,259,1990,1,2,66721,44782.0
26744,59,2004,1,0,350,93025.75
4870,126,2012,0,2,49153,30490.0
25435,92,2001,0,1,8007,141051.0
22265,18,2006,1,2,350,54400.0
27925,60,2015,1,1,48926,100332.0
7200,80,1990,0,2,56646,93025.75
819,171,2017,0,1,45746,58973.0
17134,166,1992,0,2,350,93025.75
9842,144,1998,1,1,92948,93025.75
19726,263,2001,0,2,16895,93025.75
18309,72,1998,0,3,24482,93025.75
16029,10,2011,1,3,123248,93025.75
8647,270,2009,1,2,43392,93025.75
52,56,1995,1,0,48743,75308.0
28000,272,1991,0,2,55929,87562.0
5902,272,1992,0,3,18823,123943.0
28979,181,2012,0,2,350,131732.0
4116,192,2016,1,0,350,93025.75
29318,198,2013,0,2,350,93025.75
22943,64,2002,1,1,1671,93025.75
15627,256,2010,1,1,350,88949.0
21693,157,1999,1,1,89643,32519.0
26640,37,2011,0,1,61832,93025.75
21566,249,1996,1,0,62921,87815.0
5442,96,2010,0,1,350,72353.0
25793,223,2019,1,0,7044,93025.75
2312,153,2009,0,1,350,93025.75
12849,107,2014,0,1,64842,93025.75
28380,5,2016,0,2,350,159763.0
7644,182,2019,0,2,350,93025.75
55,272,1997,1,1,49212,93025.75
7777,153,1997,1,0,119278,76223.0
3077,164,2014,0,1,17329,40629.0
18725,49,1995,0,3,74399,93649.0
15304,181,2018,0,3,45832,88238.0
2366,70,2004,1,1,6757,93025.75
24263,69,2014,1,0,350,93025.75
20091,54,1994,1,1,48331,130815.0
27203,142,1989,1,2,94081,93025.75
23157,39,2012,1,1,350,136375.0
19399,160,2014,1,0,7845,139139.0
2096,136,2012,0,1,27654,30490.0
12079,246,2005,0,2,31451,93025.75
26332,135,1995,0,2,2155,93025.75
29521,227,2005,0,2,350,93025.75
15347,195,1993,1,1,185966,262114.0
7992,252,2009,0,2,12635,93025.75
26311,235,2011,1,0,23015,84792.0
10001,255,2010,1,0,26749,92049.0
20318,199,2003,1,0,51488,148438.0
10463,251,1997,1,0,122002,51813.0
6066,74,1997,0,2,14846,30490.0
25161,94,1990,1,0,70323,93025.75
11802,256,1996,0,2,350,108320.0
6234,13,2017,0,2,115542,93025.75
24936,52,1988,1,2,129425,93025.75
23763,216,2012,0,3,134612,224461.0
603,195,2010,1,1,68583,94320.0
15165,47,2002,0,2,135086,74442.0
22207,114,2000,0,2,350,99486.0
9373,12,2009,1,0,59443,66256.0
4980,250,2005,1,0,17238,92617.0
4868,8,2015,1,1,65486,114433.0
9791,160,2017,0,3,28810,48395.0
19396,128,2002,1,1,14537,30490.0
4564,216,2013,1,2,54056,93025.75
20043,126,2007,1,0,78599,91766.0
9339,119,1996,0,3,60729,80105.0
18070,83,2019,0,1,24544,65126.0
6430,82,2012,1,0,350,132718.0
9414,116,2011,1,0,52288,93025.75
7208,41,2001,1,0,79937,93025.75
9906,278,1990,0,2,96082,30490.0
22560,136,1990,0,2,81451,93025.75
8025,68,2019,0,2,350,63532.0
18166,199,2010,0,3,18793,145567.0
3530,275,2002,0,1,78573,93025.75
11531,241,2004,0,0,16672,83118.0
3278,266,2003,1,1,350,130298.0
26721,252,1991,1,2,122482,38103.0
5195,155,2019,0,1,13614,93025.75
27889,212,1993,1,1,45815,56088.0
8318,262,2002,1,0,23071,93025.75
17179,37,2007,1,0,19076,93025.75
27456,268,2019,1,1,29792,121138.0
16634,68,2008,1,1,350,49425.0
6429,82,2008,0,3,350,106622.0
12845,29,2012,0,2,100400,93025.75
15676,173,1989,1,1,36173,77614.0
8829,218,2016,0,2,350,104105.0
7339,17,2009,1,1,16775,93025.75
20261,122,1999,0,2,43615,80752.0
29948,20,2014,0,1,49824,84423.0
24891,59,2010,1,1,33260,30490.0
1604,268,2010,1,1,350,93025.75
17310,56,2009,1,0,110511,93025.75
26757,107,1988,0,1,20104,93025.75
7671,85,1992,0,2,112226,30490.0
28782,111,1995,0,3,40090,30490.0
23777,96,1989,0,3,68415,93025.75
2127,183,1991,1,3,350,93025.75
4698,0,2011,1,0,13295,93025.75
29087,151,1998,0,2,350,93025.75
21583,249,2016,0,2,28205,126694.0
23927,21,2002,1,0,56842,149343.0
22731,175,1995,1,0,111687,163442.0
9784,179,2015,1,3,20500,93025.75
12355,48,2006,0,2,3478,30490.0
29711,153,1994,1,0,19944,92987.0
20637,245,1993,0,2,350,135480.0
26581,26,2014,0,1,6438,46173.0
13822,71,2018,1,0,350,93025.75
10151,123,2016,0,1,46520,115485.0
6076,224,2009,0,2,27001,30490.0
23524,109,1991,1,0,84735,52294.0
24438,248,1988,0,2,103605,93025.75
16515,31,1996,1,0,76151,30490.0
16015,185,1989,1,0,24695,93025.75
3506,251,1994,0,2,38151,93025.75
20281,115,2018,0,0,6586,133363.0
18032,131,2009,0,2,89039,148230.0
27708,248,2004,0,1,350,94908.0
4440,245,2012,0,2,20914,30490.0
29807,146,2013,1,0,77513,93025.75
3377,203,1990,0,3,38482,93025.75
16779,229,2002,0,1,350,37213.0
23185,199,1996,1,0,350,51981.0
9371,196,2000,1,2,13415,82049.0
2205,213,1997,1,1,40363,138061.0
28376,257,1992,1,0,60519,93025.75
29232,222,1989,1,0,127628,93025.75
16889,250,2017,1,0,350,30490.0
15581,65,2003,1,2,70555,65486.0
10437,54,2011,1,0,350,115899.0
12306,216,2017,1,0,26598,45800.0
12005,161,2009,1,0,45993,93025.75
16876,67,2020,1,0,350,93025.75
22728,171,1990,1,2,350,93025.75
15688,120,2019,0,1,10710,93025.75
19884,268,2009,1,1,350,104192.0
11638,121,1993,1,2,77491,109766.0
14590,234,2001,0,1,118467,142283.0
11761,123,2005,1,0,24014,96040.0
25348,116,2005,0,3,350,95381.0
947,225,2014,0,1,61180,93025.75
12214,26,2004,0,3,350,119941.0
27432,235,1988,0,3,132675,55288.0
1929,8,2004,0,0,18391,76351.0
24843,210,2008,0,2,20654,198063.0
28385,146,2019,0,1,19623,77834.0
2674,95,2002,0,1,84618,102083.0
13773,153,2010,0,2,20857,39529.0
15766,51,2008,0,2,350,93025.75
10165,147,2017,1,2,8164,93025.75
27508,128,2009,0,0,30075,132391.0
24081,152,2013,1,0,33216,95036.0
18157,128,2005,0,2,350,30490.0
6870,200,1991,1,1,74874,30490.0
29015,12,1998,0,1,162697,30490.0
11137,112,2000,1,1,39564,93025.75
9935,63,2019,0,1,350,128125.0
23590,89,1992,1,1,350,93025.75
14993,68,2002,0,2,38317,92622.0
26213,198,2016,1,0,350,64763.0
15864,273,2018,0,0,31362,93025.75
22238,169,2008,0,2,15289,83757.0
27913,95,2018,0,0,350,123699.0
13333,258,1991,1,2,350,48559.0
1211,183,2009,1,2,33079,93025.75
9444,152,2001,0,2,23996,134586.0
23539,260,2016,1,2,87705,121287.0
1010,115,2017,0,1,51869,93025.75
13218,53,2002,1,0,65931,160892.0
18011,137,2011,0,2,66244,129750.0
18845,149,1990,1,2,21056,93025.75
3072,62,2009,0,1,90240,76955.0
18686,41,1991,1,1,8432,93025.75
27251,222,2006,0,2,350,93025.75
20351,210,2019,1,0,27586,62913.0
17644,43,1992,1,0,87298,135014.0
10540,89,2009,1,1,35010,93025.75
18269,185,1991,1,0,50269,93025.75
128,18,2017,1,1,57613,238920.0
29698,140,2007,1,0,68503,64337.0
20322,0,1998,0,3,68235,30490.0
1054,152,1993,1,1,101285,50313.0
2668,48,1991,0,3,350,93025.75
110,42,2011,0,2,39224,105232.0
9449,261,2010,1,1,49651,30490.0
13393,183,1993,1,1,56183,126568.0
14213,5,1993,0,2,39743,93025.75
7758,150,1991,1,0,112168,82458.0
8061,95,2006,1,0,96355,108989.0
24314,142,1993,1,1,8549,30490.0
27409,213,1997,0,1,350,93025.75
9733,198,2017,0,2,20364,55751.0
7478,160,2008,0,0,106819,132425.0
14722,68,2018,0,2,3823,85583.0
26604,30,2010,0,3,37033,156614.0
19083,61,2013,0,3,95760,101717.0
7627,112,1998,0,1,155347,30490.0
15696,73,2018,1,2,109548,90065.0
1400,108,2009,0,1,79391,93025.75
14343,121,1997,0,1,148792,93025.75
6949,42,2004,0,2,350,102386.0
27011,229,2020,0,1,350,121310.0
28300,193,1991,0,3,134683,93025.75
2970,239,1996,1,0,85503,56703.0
3703,227,1990,1,1,46126,57066.0
17685,7,2011,1,0,350,93025.75
14420,162,2007,1,1,14237,93025.75
19718,191,2001,1,0,124503,65535.0
26261,41,1989,0,3,40265,129725.0
28645,192,2008,1,1,9903,93025.75
23704,234,2003,0,2,8559,38020.0
4124,169,2019,1,0,22406,120037.0
25592,61,1989,1,2,50583,135675.0
1263,164,1991,0,1,117485,93025.75
21277,127,2007,0,3,350,81436.0
10698,270,2014,0,2,41505,93025.75
15993,271,1988,1,2,68559,128894.0
19959,132,1994,1,3,71546,93025.75
23739,234,2010,1,1,350,90603.0
23540,260,2016,0,3,350,31480.0
18493,99,2013,1,1,90719,93025.75
11836,127,2007,1,1,350,127358.0
21247,117,2003,1,1,60237,144913.0
1394,66,1996,1,1,61659,30490.0
27564,62,1989,1,0,69990,151655.0
25606,226,1996,0,1,71099,168525.0
14616,63,1992,0,2,350,93025.75
29457,155,2013,1,0,120375,107845.0
22615,192,2000,1,1,99396,113869.0
22729,271,2006,0,1,29558,93025.75
26433,45,1997,0,1,26494,93025.75
29186,19,2012,0,2,350,93025.75
7713,103,2016,1,1,49637,93025.75
28880,253,2011,0,2,350,93025.75
1512,20,1999,0,1,31555,166989.0
13997,230,2016,1,0,350,93025.75
20834,192,2012,1,0,350,65478.0
23546,156,2020,1,0,350,99611.0
15956,88,1990,1,0,117520,89644.0
19388,80,2018,0,1,350,147751.0
26119,165,2000,0,2,93192,93025.75
11993,21,2008,0,2,9821,100051.0
17260,234,2005,1,0,53178,77459.0
22972,72,1993,0,2,350,166057.0
2597,167,1999,1,0,152159,93025.75
18681,184,2003,1,2,26347,32678.0
29470,130,1999,1,3,2907,168089.0
4081,164,1998,0,2,69304,34601.0
7124,166,2011,0,2,32584,93025.75
884,180,1988,0,0,41005,30490.0
7299,188,2016,0,2,53095,93025.75
16874,171,2019,0,1,24403,170049.0
1401,173,2013,1,0,350,93025.75
26797,238,1992,0,2,138087,93025.75
16723,137,2010,1,0,79476,93025.75
21622,28,2015,0,2,7056,93025.75
17206,146,1999,0,0,11212,93025.75
492,273,2005,0,3,350,62575.0
25241,238,2014,1,0,64990,199354.0
22855,114,2019,1,0,7948,93025.75
24533,150,1993,0,0,113436,192772.0
29450,1,1988,0,1,94079,93025.75
3642,172,1988,0,2,52254,157675.0
8519,157,2015,0,2,350,138217.0
10398,237,2016,0,2,29274,45411.0
139,139,1997,1,2,75174,93025.75
27911,155,1997,0,3,101463,73654.0
2622,18,1989,1,0,114150,40175.0
22282,109,1993,0,1,350,93025.75
11858,46,2001,1,0,17603,93025.75
24826,161,2004,0,2,7062,91753.0
12630,220,2020,1,0,350,93025.75
21729,139,2010,0,2,78059,93025.75
27397,277,2010,1,0,38038,158211.0
3720,212,2001,0,3,70750,131335.0
20404,9,2003,0,0,3883,93025.75
14609,33,2004,0,0,350,93025.75
10582,163,1995,0,3,350,30490.0
21272,113,1991,1,0,77778,93025.75
1000,154,1994,1,2,17500,181273.0
24365,195,2020,1,1,49242,87196.0
19012,101,2015,1,0,350,93025.75
2837,192,2001,0,2,12884,93025.75
2881,129,2015,0,2,32984,97744.0
3360,68,1999,0,2,102612,124385.0
29544,161,1995,1,2,17082,93025.75
2583,142,2012,1,0,63355,98822.0
5012,68,1995,1,2,101524,65830.0
11991,152,2016,1,0,350,93025.75
7526,174,2009,1,1,350,201423.0
43,57,1991,0,3,1494,93025.75
16102,219,1989,1,2,115528,93025.75
29884,33,2014,1,1,12565,51337.0
447,18,1990,1,1,90524,88518.0
15843,134,1993,0,2,27834,195858.0
26704,133,2009,1,0,350,125993.0
16654,23,2008,0,3,78970,61378.0
4366,218,2005,1,0,92781,93025.75
13788,90,2005,0,3,32414,43989.0
19063,278,2006,1,0,108540,71545.0
511,23,1991,1,0,57317,93025.75
12763,21,2016,1,0,90128,30490.0
12820,47,2006,0,3,28927,109285.0
6467,150,1994,0,3,350,93025.75
9515,159,1999,1,2,55243,89549.0
4989,150,2000,0,3,77693,93025.75
11063,146,2002,0,2,11452,93025.75
3409,126,1993,0,1,350,93025.75
20747,80,2001,1,1,24769,93025.75
29013,150,2005,1,0,59859,131137.0
20713,199,1999,1,1,350,73845.0
25862,69,2002,0,1,47606,67884.0
20477,97,2007,0,2,47453,38927.0
26563,249,1991,1,0,91045,93025.75
6160,202,2008,1,0,44284,93025.75
2845,150,2018,0,0,75333,30490.0
4383,249,1989,0,3,78351,93025.75
3139,109,1989,0,3,129894,39362.0
4829,59,1997,1,1,350,93025.75
19334,33,1989,1,1,149886,124614.0
512,254,2006,1,1,24933,93025.75
24318,166,2005,1,0,50735,93025.75
17194,263,2000,1,0,145456,181225.0
29379,5,2002,1,0,21608,104169.0
28335,114,2012,0,2,350,167690.0
6081,267,1992,0,2,120304,63327.0
9871,141,2012,0,3,350,93025.75
815,228,1991,1,0,104556,93025.75
13116,101,1991,1,1,350,93025.75
19693,246,2020,0,1,350,93025.75
11817,237,1990,0,2,92033,74594.0
20296,10,2001,1,1,80006,53515.0
9338,249,2016,1,0,350,130802.0
279,118,2007,1,1,6084,93025.75
5940,93,2016,0,3,350,93025.75
27966,210,2019,1,1,350,93025.75
23805,229,2010,1,0,75297,93025.75
7831,70,1993,1,0,22144,93025.75
26874,106,2016,1,1,3506,118045.0
26979,44,2012,0,3,39396,30490.0
21355,213,1994,1,0,350,136724.0
3881,89,1996,1,0,105158,93025.75
3901,64,2019,0,1,350,93025.75
23573,155,1997,1,1,52445,93025.75
5945,230,1989,1,0,62528,93025.75
3454,233,2011,0,3,83810,99699.0
24470,97,1991,0,2,61605,93025.75
12019,201,1989,0,3,158107,93025.75
22559,228,2009,0,0,350,93025.75
19296,72,1993,1,0,105575,63701.0
15179,59,1994,0,1,75984,81497.0
4835,252,2001,1,0,43673,93025.75
17627,193,2014,1,2,350,188057.0
23177,64,1989,0,2,80355,93025.75
11466,182,1996,0,1,73800,69683.0
20542,6,2001,0,2,23011,30490.0
9299,152,2006,1,3,187535,34460.0
24747,58,2010,1,1,350,93025.75
24703,187,2004,1,1,350,45246.0
23068,214,2017,0,3,350,122786.0
5674,16,2009,1,0,59622,93025.75
5479,261,2015,0,1,46197,65511.0
29437,216,1990,0,2,137881,93025.75
12058,245,2014,0,3,350,129838.0
24885,183,2005,0,1,102451,93025.75
1827,254,2016,1,0,15849,38832.0
28211,74,2007,1,0,350,93025.75
28890,96,2011,0,3,70308,93025.75
18365,154,1993,1,0,22213,30490.0
21298,58,2017,1,1,74449,76657.0
4690,220,2007,0,2,122562,93025.75
1779,95,1994,0,1,56190,30490.0
6992,94,2003,0,2,350,93025.75
14306,177,2010,1,0,52411,93025.75
16495,242,2000,1,0,20742,83669.0
26115,187,2006,1,2,53913,186332.0
4049,38,1995,0,0,41050,30490.0
1758,35,1997,1,1,35546,93025.75
7255,39,2005,1,2,40120,128028.0
23495,121,2007,1,1,7801,101470.0
2469,216,2010,0,2,30758,93025.75
26114,13,2002,0,2,8585,93025.75
