,selling_price
15956,64218
19388,162353
26119,24482
11993,5000
17260,104618
22972,76479
2597,5000
18681,14106
29470,127771
4081,34743
7124,45997
884,5000
7299,5916
16874,179185
1401,44051
26797,18682
16723,51402
21622,91883
17206,46095
492,90140
25241,127207
22855,187686
24533,48090
29450,34508
3642,28466
8519,169297
10398,46523
139,5000
27911,5000
2622,5000
22282,63647
11858,73699
24826,74175
12630,221480
21729,17279
27397,102053
3720,125136
20404,88995
14609,51100
10582,5000
21272,5000
1000,147811
24365,123629
19012,97207
2837,59126
2881,126938
3360,77357
29544,16024
2583,76572
5012,8546
11991,88779
7526,215199
43,35924
16102,54094
29884,89526
447,5000
15843,105384
26704,156543
16654,96123
4366,18146
13788,40108
19063,83786
511,5000
12763,68216
12820,151338
6467,30227
9515,6200
4989,23096
11063,28565
3409,151771
20747,5756
29013,53138
20713,57165
25862,85186
20477,23179
26563,34570
6160,40616
2845,5000
4383,29267
3139,5000
4829,34753
19334,5000
512,36415
24318,28998
17194,108107
29379,60913
28335,118097
6081,5000
9871,88442
815,5000
13116,104158
19693,123323
11817,5000
20296,14143
9338,154899
279,139477
5940,92607
27966,109948
23805,98107
7831,5000
26874,88736
26979,5000
21355,105589
3881,5000
3901,91578
23573,83557
5945,80030
3454,88721
24470,5000
12019,5000
22559,148929
19296,37262
15179,25185
4835,81659
17627,127910
23177,5000
11466,38089
20542,5000
9299,5000
24747,83658
24703,67599
23068,84747
5674,52614
5479,24439
29437,20899
12058,136881
24885,57413
1827,37841
28211,150571
28890,5000
18365,5000
21298,78545
4690,37450
1779,5000
6992,8932
14306,8083
16495,82306
26115,117485
4049,5000
1758,91869
7255,54053
23495,77464
2469,33404
26114,5000
13180,82377
17354,6605
15424,46512
28657,5000
8476,100504
1188,104460
7160,60864
14857,89548
26434,138981
29763,97000
2441,75484
20557,183108
24092,37036
3504,43110
24838,49343
8390,59855
27779,46993
10480,121651
8913,101594
26796,78977
3876,96205
17214,53202
3962,80648
3396,57322
26594,15619
15394,74755
12660,87601
15135,113580
28947,73926
25007,59648
5046,103524
15147,92028
21723,100129
27660,56684
19642,97729
9809,77599
4352,136241
13918,70644
7659,74094
106,62704
22613,130144
17610,127695
8004,184759
25615,95426
18906,31570
23723,27364
11382,62362
18797,107780
7548,17179
14767,71710
3574,68173
513,124042
18109,87053
19783,46431
5774,142095
26398,113778
28157,115097
21113,5000
19061,44611
3704,130462
17562,36794
18348,123270
1339,5000
26547,106904
15727,5000
16685,65352
22873,99468
23749,5000
22329,82951
22297,5000
15443,89276
27218,182364
13747,43613
16243,92295
22473,149427
16694,104409
10975,166139
22715,5000
25898,5000
20118,95638
14539,85724
8947,5000
29293,62911
29862,58937
27820,147271
18776,115929
1588,102278
6438,5000
21576,49723
5000,59007
21122,110445
9435,76874
20028,150595
24726,59089
9483,149576
29197,22851
2430,112175
3216,84174
21073,47924
25491,5000
14851,167450
4356,112804
3878,7159
7949,71900
29584,5000
15679,133045
18704,5000
3715,5000
4090,7302
12201,98893
23028,68299
29325,126308
1966,11206
75,25678
29738,93647
25977,99458
25346,5000
27933,107493
26992,78273
7463,5000
2801,103223
3532,67781
13002,80050
5666,151798
14941,154864
27787,51703
21066,129417
5936,101291
20426,10306
21727,5000
22481,16398
20428,91551
19633,33216
20350,39262
6564,21357
10600,23709
3211,120372
19052,157705
8715,102310
17370,89324
10274,25788
6834,132771
14920,5000
20664,84815
27000,32690
101,5000
17870,5000
16978,118151
19371,15515
15937,5000
5042,96236
1901,10724
1258,16671
5779,34791
25255,34242
10350,68482
21935,156442
5549,38326
21004,60870
17589,55620
22133,5000
10301,35710
1175,80138
2257,11938
12323,24420
5347,116207
18888,151995
15452,92456
17332,54369
23047,25557
22922,58586
12435,38953
2968,5000
14860,98536
29973,5000
12236,110082
2073,113175
14074,86626
29680,18713
833,42013
28489,5000
5241,38020
6337,5000
9504,64925
22670,91793
7615,22375
24565,42621
24888,13248
3339,59208
20583,50988
23775,84288
10602,154669
4593,71281
21672,19479
19377,8718
23845,135088
1565,5000
21849,19607
12351,53175
19602,18680
22494,45173
19793,64637
4248,5000
28968,23803
18293,66418
26187,38753
17765,42593
15409,47273
5735,53688
22570,93842
24983,168922
6149,84017
20535,5000
21454,5000
1677,30925
21855,43320
5400,31922
28210,85179
26122,13278
9527,157649
6385,172088
6770,36532
24419,131439
16639,108579
7752,80078
3794,5000
11111,5000
22627,50143
11133,5000
9993,26575
8989,61246
7998,58647
21395,5000
9433,87905
14809,74649
662,149585
15321,50911
12111,5000
8527,98033
25127,99605
3333,94644
28676,118770
7533,56364
20295,83917
14402,156571
1716,5000
28095,56503
11791,5000
14317,127010
21198,14865
25825,64440
2792,71345
12428,29740
18264,130855
1097,5000
15223,41135
27494,84879
26023,73341
12871,94075
18225,90917
16475,46855
21410,72393
907,5000
18540,100317
15455,62345
9820,53532
24678,31054
10058,139189
1193,46512
26460,66773
21310,41686
17800,35227
2326,5000
26720,140857
16005,34583
2233,79702
19088,54539
16592,79096
21673,146526
16062,100739
23165,50857
4820,96444
29250,8501
1007,24780
8211,101597
27774,25115
17700,160281
24630,43664
19961,35412
5955,61305
2295,66954
21568,85817
12683,62936
1873,119796
12403,36362
2313,83020
1537,189905
24405,5000
8347,42975
3185,5000
25326,5230
16473,5000
5222,68631
18514,56664
2170,64763
16371,17010
18583,119040
25060,52847
26613,45250
23459,29293
27238,160997
25926,39494
18866,48883
13856,17123
1365,52671
17729,101913
28992,5000
22014,5000
2737,53509
1146,132078
7213,82687
14550,5000
15920,17909
24769,5000
1506,158134
11943,5000
25216,5000
5393,33068
3796,100727
27274,66034
25652,115365
3869,77899
12271,15167
24153,45473
9576,5000
26939,69093
8092,5000
4983,118894
14495,47922
29717,68294
16677,5000
6462,5000
18060,94817
19149,5000
5209,5000
13051,18623
7726,6842
10430,104003
5074,56672
11974,198800
28075,96458
184,31828
19807,65158
18048,119616
26237,5000
24217,5000
17538,5000
15101,5000
3767,104077
1492,55857
7278,86832
18966,82835
23771,133825
12767,127495
17611,43547
23722,128799
9166,5000
7197,35321
21775,52419
21206,5000
19972,5000
5517,5914
29074,30559
3406,5000
7579,75499
14730,20561
11505,110432
1198,110220
21427,161221
21488,26613
29558,99535
1228,5000
1968,74090
14744,145691
16818,50765
28727,5000
6363,100107
22911,5000
28325,17926
14608,115077
18520,126017
10305,103876
3792,5000
6957,40868
24391,69896
11106,34470
23151,65338
18700,5000
22162,146068
26675,78290
8397,70429
18066,101382
24963,118502
5612,5000
28588,24323
27428,26027
10587,110358
19040,5000
11385,45053
4754,40511
14926,170632
22099,176989
20079,5000
10483,59114
24665,116399
15469,81123
25220,5000
21530,119019
10417,167805
9015,31401
24071,46564
5330,5000
14998,197169
15480,82217
14181,136333
19549,5000
22000,134823
9557,114032
17091,5000
20623,54452
8977,5000
10242,37251
27256,72469
18853,69516
22344,98214
26732,52159
27438,5000
16562,14420
13409,85674
4267,180233
8604,34811
26936,75052
24992,84085
27991,5000
28233,135006
5390,91346
13728,61922
29548,61507
3248,128439
27977,88801
26974,64966
17124,84514
16457,50431
337,79284
13553,96633
10400,133488
2360,68141
10180,67294
2321,114026
7000,16659
2437,90161
26068,73274
18586,89614
3963,198268
5312,5000
27396,85855
28924,55916
24025,138957
22579,5000
22045,90196
2978,106805
14286,99612
11351,7081
29006,149503
10548,46869
3049,5000
8823,5000
10383,123259
1896,46147
28828,5000
1080,33357
21112,57426
13744,104394
26611,42475
9358,36198
5947,53066
26014,111457
11195,69490
26378,58341
6325,29890
3670,78359
4274,49812
20978,60226
12215,31227
12772,5000
16074,12216
12316,72789
2246,126132
28189,6583
81,73330
29797,53251
877,64348
5262,18524
5785,46911
17724,5000
3387,119214
20880,91289
17143,5000
26794,100641
17740,36504
24166,5000
19478,134557
9790,5000
5088,119860
2093,86677
23825,5000
27091,78052
19562,127523
21053,14992
21754,86339
13189,38861
26042,42680
7640,106179
16703,128383
848,117859
945,163801
14640,17767
19169,5000
17827,82757
6941,42250
18412,5000
4935,82344
3983,51827
15507,69764
20855,5000
27368,85878
12827,127794
21634,76872
15978,121412
8993,70617
6341,5000
22383,141802
15893,88849
11662,68722
28817,48305
2512,42943
4161,11382
13151,83935
16758,5000
243,5000
2251,76087
3527,5000
23037,75478
9218,103198
6424,82247
12629,84972
17890,69707
3168,5000
372,85273
6720,56784
14856,88478
28899,111605
23467,59294
21369,20934
27882,127919
20816,82057
28917,105564
17709,72148
22882,88714
3859,108696
17963,141322
4192,103389
28453,122204
3250,189088
29394,13965
19021,95841
9316,31808
11929,59633
4295,113328
16513,97429
27137,26378
26695,5000
18019,140685
14273,17733
13893,13352
8153,103737
21603,92846
26160,75466
7651,34276
13686,154109
7073,130845
370,19195
5884,5000
27080,5000
18500,5000
15425,125191
28794,10129
18204,41204
13282,36340
17265,106633
20711,111609
24953,143857
21893,14629
11102,87700
26583,105847
432,55226
28237,92955
3799,12236
13649,5000
23522,73880
6445,103805
11675,5000
13666,79598
17975,50520
5239,109636
14931,129145
20652,23732
20111,72213
20247,110929
18260,24219
2654,89027
7392,95473
25390,9940
26832,55509
12264,84367
22746,86156
13236,102451
20496,137953
14314,92194
26596,41569
4212,5000
367,83949
13694,34582
23847,65603
3436,168665
12448,122338
29741,14080
28463,140903
7623,5000
10130,43470
16359,42971
6117,115738
22328,85191
6119,41800
2893,5000
7315,74382
29004,119171
14223,57512
239,97228
13912,5000
7128,35896
29156,81104
542,59176
6947,128152
10917,64663
27030,57293
1459,88601
13956,5000
12059,5000
18287,48076
4648,40578
362,5000
12837,53333
23498,24431
23594,5000
2086,32968
19372,79164
12369,80180
28457,62696
6932,141237
26306,48974
14008,79466
28928,34297
4451,60357
7820,5000
19991,139062
20368,94557
3347,5000
18467,31290
14737,97505
11037,170956
23170,5000
2514,38671
12842,42464
3004,60463
1181,62888
29535,48315
19983,43257
21129,12240
9926,49613
25909,5000
14929,110003
6703,72136
17613,53529
2780,78336
15042,7112
27322,101677
7452,61147
9726,132050
22816,116345
20330,5000
16138,61836
19876,99915
10497,146054
17344,78920
3313,35908
17548,132816
12659,24559
1306,5000
2993,5000
5709,5000
1575,98592
3742,5000
5580,119465
20218,5000
10740,41544
10387,144935
1858,79956
4354,130972
28411,114477
769,76242
26637,55991
14971,73660
20324,79682
6592,5000
11536,27392
20594,9372
5912,107010
9786,5000
957,53883
27549,5000
26865,19845
28888,95216
7498,74540
20202,36350
6421,94142
8248,125544
3300,5000
1435,155321
3958,5000
20915,118163
17441,17467
15491,86391
12443,54755
26397,32420
23363,135548
7505,28866
13304,58260
16444,143913
16307,108682
22557,139538
21262,133573
16419,63829
28070,5000
23699,121562
22130,85446
23838,17183
21540,34601
13411,35738
14244,5000
29369,5000
15996,83007
28358,118482
24561,50418
9392,70118
27361,117779
22578,47681
20745,36220
19641,66805
22065,7025
13952,81061
22448,29282
23843,5000
26094,87647
16757,185865
8926,26235
16549,134136
10706,95287
2596,143473
13444,138014
4080,164049
12261,52820
9079,63844
16057,5000
7116,30674
8686,38742
25156,64772
4199,155377
13477,117788
14940,6251
25709,5000
24788,37150
13312,58936
1064,24317
3293,52437
21227,67363
20180,17194
13600,5000
27532,101812
21511,137073
1004,67646
12535,138041
22075,149904
24208,184236
26735,69994
5596,117000
20433,107726
3966,67928
22399,108071
8378,81831
28686,11230
18399,61658
23325,85766
19768,49938
26632,5000
1631,43367
5718,55470
16315,84318
13902,186166
17691,90721
14967,38106
29152,40997
18165,5000
2422,59872
18039,43460
11345,106735
29421,63696
25700,91674
25021,51226
11908,72816
2274,5489
4560,5000
27079,5000
23747,51448
17181,5000
19431,105264
14467,54997
18065,51409
22794,103614
14097,11860
2800,186958
3215,61580
14234,5000
2581,5000
16627,98322
13992,84648
14272,26368
11735,5000
29159,73022
6388,49544
6835,86758
27271,97747
7484,9879
19933,106199
21707,49528
29017,91788
1659,78003
12902,5000
10525,5381
22110,53530
24165,5000
23299,26124
9489,105485
13636,36306
18058,13157
21887,46785
2352,24627
14075,53010
3995,140608
15207,103660
23289,10733
611,94015
15660,128781
25983,13806
18858,25203
11424,22012
8565,56745
24354,90522
22165,29726
19446,79364
6822,115568
28328,5000
17570,25766
6218,5000
18511,5000
16620,130827
1344,54975
18705,190194
7087,65199
9410,98726
18160,5000
9690,53768
7209,143669
7888,135383
15929,18740
18775,112859
5041,107766
26673,5000
7812,142180
16082,38173
22111,167284
7581,5000
8702,5000
1613,145386
6091,149044
18007,55600
10237,54549
28641,27932
22572,72335
19547,43844
23797,110010
27948,70408
5703,68712
29099,57038
8142,5000
16462,46025
6034,5000
18701,126335
28882,152585
19258,150626
4409,43544
28865,43919
13595,86244
3399,7118
11804,86750
9103,129125
7951,118013
19862,92675
8889,56698
18770,5000
4562,67503
16747,14176
15200,14986
26418,32910
9345,26375
21824,5000
17744,86629
1731,112306
11998,81420
27718,62854
29283,5000
9833,9117
22004,49023
5130,11293
27309,73083
11660,177766
29549,90682
28759,61256
24659,5000
79,72113
7909,89037
23616,5000
8854,119271
5535,38951
16708,5000
21399,81230
17824,5000
4850,49209
595,5000
1130,127254
26829,11510
26952,122867
9000,81063
1510,91519
23724,140232
19489,151351
2593,5000
10768,159951
11521,106434
17040,18290
19454,43727
21922,70098
29792,45609
25434,126626
17767,98845
25881,67735
28807,5000
4940,87143
25409,25443
2927,22602
1614,114493
11989,56566
28474,31948
3356,42866
16597,13132
27096,5000
131,91790
3087,39636
27473,31019
14259,5000
22901,123708
10716,16118
3467,87217
24530,78846
15240,13551
11992,88410
16832,52881
13596,162030
11957,102932
14226,5000
22657,5000
699,25896
14015,43990
24679,69533
27259,5000
7228,58266
16907,52473
11209,77128
28427,29694
9294,47120
18205,80353
1415,35126
165,5000
28675,21739
3308,117313
28633,183876
7762,125339
16078,47746
13195,15385
6758,16954
5305,58268
14707,34781
27765,106530
20984,23646
15612,37723
2555,106691
3383,95247
12154,137163
5837,5000
27075,132204
8587,49050
625,5000
4791,5000
20381,67627
9139,73734
761,102042
11622,34681
10931,5000
22791,109717
16246,5000
21863,95974
22708,150996
9635,72391
23374,94016
23311,55343
4039,5000
21881,114270
645,5000
21917,99137
7802,177699
12718,67044
1882,69028
21251,27386
28378,83632
24471,115780
9232,112809
4147,108947
2598,72351
27117,61855
29270,5000
14937,103807
19206,5000
18733,104994
5471,5000
5217,5000
13849,48533
7137,120775
21515,124207
16240,44727
18670,75969
6241,124139
12258,51718
19211,5000
21730,79964
4207,5000
27844,46911
15972,80756
16567,6573
6613,86184
27892,85782
20441,70517
17553,30642
18873,28587
8058,5000
5802,92978
12180,49968
18095,182379
12230,57819
25754,24939
2129,91007
2532,75865
24973,159607
1291,5000
20045,49166
20355,48946
24403,6116
19842,139512
9822,78815
19480,171904
7300,76627
12279,65575
9481,84432
22898,5000
5839,145275
16305,73616
22616,37464
11939,72207
6182,96282
18693,5000
17285,119402
20132,7494
571,164167
26229,55051
20929,5000
8804,5000
7078,33291
3366,94571
26885,5000
23818,43167
28921,95502
18946,5000
5630,66975
9621,5000
6743,92373
26450,17842
4452,49079
21088,123921
19126,37904
12527,164873
11463,43485
25136,83591
4378,5000
26743,72267
24455,15077
15265,5000
8075,61023
28013,54536
14102,5000
23279,133445
2963,22199
20854,56541
19909,62307
17518,104878
3115,5000
3952,8690
26513,109371
17705,39353
25701,80921
27087,49826
17911,61890
14552,52021
15494,88015
29209,5000
21209,101831
27034,74937
27071,12690
21871,165468
3877,34711
1111,92947
1408,15480
27848,75535
28951,5000
19521,134014
29657,59945
7837,132912
23719,144289
7011,144871
10456,52549
20862,16167
11941,44004
23790,57949
7774,25812
14561,32113
18973,5000
9694,5000
2538,126403
14395,28092
1320,5000
9425,87649
26812,5000
5672,5000
18013,56232
27365,5000
6460,73980
15811,95314
123,122592
19018,77063
7018,5000
21140,136042
9988,124894
23059,77115
14591,81773
19486,105554
2710,88607
6056,27997
12792,100175
20710,110864
24528,5000
4997,200073
29178,5000
765,5000
1409,5000
29294,5000
27004,115947
18129,30970
7008,5000
11528,60871
22629,5000
27661,5000
8629,41852
4517,63428
12912,97588
16187,98392
7021,59015
23623,5000
23203,118828
26449,5000
27190,44590
2138,42635
25374,42629
12263,46760
22350,47555
22487,5000
14859,57918
626,96944
20975,67274
29216,43882
25755,116038
1616,68899
26358,5000
26782,76351
1890,103397
8982,61072
6653,114498
8199,5000
26990,111345
16151,5000
23870,48467
1863,5000
2276,105517
27536,104323
26500,57643
24993,58629
23758,80276
25318,86292
26703,17743
21694,107721
12780,5000
3593,69678
8121,64870
26485,34219
21649,120409
23088,134813
23480,83058
824,5000
7935,99785
29296,49315
116,21313
7764,27516
9673,5000
10096,6022
11408,54375
18755,61129
4669,49240
28291,93028
20183,80065
17408,123336
22941,23400
592,109833
19636,41870
29398,46504
2022,101792
12172,108491
25683,93418
12017,90078
23706,142489
18892,134612
15708,77966
9989,5000
1508,15615
16511,7680
29662,62903
18821,64266
24979,5000
8342,68093
2023,6196
6490,27162
16192,123980
27020,5000
27018,68755
62,38606
6432,5000
14544,11360
2544,110241
14688,65918
12383,114117
15985,5000
11301,182745
11749,61678
13247,108375
14479,96719
7557,116181
7326,32490
29104,51087
26152,19333
20016,71675
12900,48965
11782,5000
11477,129580
10345,36563
20716,74158
3676,79449
16606,5000
25101,5000
14681,35723
14098,110821
16504,11028
23116,61226
14895,35898
26956,29595
11326,77799
20673,26529
2283,167235
24757,163098
23156,143631
4485,30875
25544,73884
8819,113130
22025,5000
4765,5000
7500,73484
27906,5000
29354,26755
18802,14952
28030,22978
25941,56901
12619,92616
28582,33580
8806,154262
5382,105367
11270,40202
266,69676
28417,143465
3973,43957
1932,80049
26775,27165
14881,50901
19574,123619
1807,120868
24204,5000
24801,30368
7874,23244
12393,60587
22893,5000
5604,21250
29936,138649
12918,20018
6827,18550
2068,176793
4966,137852
14578,91086
2098,66447
25762,5000
19347,81068
28614,5000
10681,93292
14179,5000
5851,5000
21187,128480
26762,101751
